,Reaction_ID,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
ACLSb: 2ahethmpp_c + pyr_c --> alac__S_c + thmpp_c,ACLSb,11343.0,12675.0,11333.0,14149.0,10752.0,11345.0,8760.0,9664.0,11162.0
PHEOX_1: 2.0 fdxrd_c + 2.0 h_c + o2_c + phphbda_c --> 2.0 fdxox_c + rcc_c,PHEOX_1,1700.0,1924.0,1316.0,2034.0,1942.0,1561.0,610.0,1813.0,1586.0
OPMEACPS: gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,OPMEACPS,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
EAR100y: h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c,EAR100y,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
EHGLAT: akg_c + e4hglu_c <=> 4h2oglt_c + glu__L_c,EHGLAT,5045.0,6249.0,4732.0,4953.0,4668.0,4555.0,3278.0,3812.0,3690.0
KAS15: accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,KAS15,4691.0,5294.0,3826.0,4813.0,4716.0,4054.0,1790.0,3524.0,3105.0
FALDH2: hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c,FALDH2,4610.0,5012.0,4093.0,4726.0,4403.0,4051.0,2413.0,3275.0,3500.0
PHYTK: atp_c + ctp_c + phytol_c --> adp_c + cdp_c + h_c + phdp_c,PHYTK,2588.0,3182.0,2546.0,2464.0,2336.0,2282.0,1621.0,1592.0,1680.0
NDH_1_4_um_copy2: co2_c + 2.0 fdxrd_c + h2o_c + 4.0 h_c + pq_um --> 2.0 fdxox_c + 3.0 h_u + hco3_c + pqh2_um,NDH_1_4_um_copy2,2156.0,2042.0,2020.0,2056.0,1732.0,1868.0,1150.0,1142.0,1140.0
KARI_1: 2ahbut_c --> 3hmop_c,KARI_1,14799.0,17435.0,13874.0,15112.0,15033.0,13241.0,8390.0,13597.0,11512.0
3HAD120: 3hddecACP_c <=> h2o_c + tddec2eACP_c,3HAD120,1636.0,1826.0,1332.0,1591.0,1476.0,999.0,711.0,1132.0,1436.0
OGMEACPD: hgmeACP_c --> egmeACP_c + h2o_c,OGMEACPD,1636.0,1826.0,1332.0,1591.0,1476.0,999.0,711.0,1132.0,1436.0
ACCOAC: accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c,ACCOAC,4456.0,5023.0,4120.0,4078.0,4304.0,4582.0,2582.0,3079.0,2484.0
ASPO5: asp__L_c + fum_c --> h_c + iasp_c + succ_c,ASPO5,3564.0,4009.0,2900.0,2858.0,2576.0,2584.0,1962.0,2066.0,1844.0
PTHPS: ahdt_c --> 6pthp_c + pppi_c,PTHPS,22804.0,24817.0,20392.0,24112.0,21412.0,21897.0,12754.0,16980.0,16564.0
CITCIa: citm_c <=> citac_c + h2o_c,CITCIa,7070.0,7588.0,7036.0,7388.0,5953.0,5825.0,3980.0,4750.0,5822.0
DAGK_OLE_HDE: 12dgr1819Z1619Z_c + atp_c --> adp_c + h_c + pa1819Z1619Z_c,DAGK_OLE_HDE,8090.0,8870.0,7496.0,7537.0,6601.0,6162.0,4008.0,4936.0,5923.0
DAGK_OLE_PALM: 12dgr1819Z160_c + atp_c --> adp_c + h_c + pa1819Z160_c,DAGK_OLE_PALM,8090.0,8870.0,7496.0,7537.0,6601.0,6162.0,4008.0,4936.0,5923.0
3HAD100: 3hdecACP_c <=> h2o_c + tdec2eACP_c,3HAD100,1636.0,1826.0,1332.0,1591.0,1476.0,999.0,711.0,1132.0,1436.0
PNTK: atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,PNTK,564.0,586.0,456.0,556.0,514.0,538.0,258.0,280.0,362.0
3OAR120: 3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c,3OAR120,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
3OAR60: 3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c,3OAR60,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
3OAR100: 3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c,3OAR100,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
3OAR80: 3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c,3OAR80,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
ALCD1: meoh_c + nad_c --> fald_c + h_c + nadh_c,ALCD1,26013.0,25763.0,24926.0,30776.0,22042.0,27628.0,14875.0,18396.0,22539.0
NDH_1_1_um_copy1: 2.0 fdxrd_c + 5.0 h_c + pq_um --> 2.0 fdxox_c + 3.0 h_u + pqh2_um,NDH_1_1_um_copy1,2156.0,2042.0,2020.0,2056.0,1732.0,1868.0,1150.0,1142.0,1140.0
NDH_1_4_um_copy1: co2_c + 2.0 fdxrd_c + h2o_c + 4.0 h_c + pq_um --> 2.0 fdxox_c + 3.0 h_u + hco3_c + pqh2_um,NDH_1_4_um_copy1,1488.0,1770.0,1595.0,1609.0,1317.0,1620.0,1128.0,923.0,980.0
PCHLDA430: pchlld_c + photon430_e --> pchlld_exc_c,PCHLDA430,18106.0,18791.0,19280.0,13080.0,10733.0,12357.0,14278.0,8028.0,8732.0
SFGTHi: Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c,SFGTHi,4112.0,4386.0,4182.0,3986.0,3584.0,3940.0,2146.0,2745.0,2446.0
PCHLDA650: pchlld_c + photon650_e --> pchlld_exc_c,PCHLDA650,18106.0,18791.0,19280.0,13080.0,10733.0,12357.0,14278.0,8028.0,8732.0
GGCLUT2: gthrd_c --> 5oxpro_c + cgly_c,GGCLUT2,608.0,698.0,472.0,474.0,542.0,452.0,228.0,426.0,290.0
SPR: 6pthp_c + 2.0 h_c + 2.0 nadph_c --> 2.0 nadp_c + thbpt_c,SPR,1463.0,1470.0,1080.0,1520.0,1180.0,1088.0,752.0,1010.0,978.0
OPAH: 5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c,OPAH,4466.0,4831.0,4540.0,4964.0,4198.0,4408.0,2210.0,3285.0,3236.0
ACGAMK: acgam_c + atp_c --> acgam6p_c + adp_c + h_c,ACGAMK,1050.0,1083.0,944.0,962.0,1124.0,1030.0,490.0,850.0,660.0
AMANAPEr: acmanap_c <=> acgam6p_c,AMANAPEr,4738.0,4594.0,3455.0,6000.0,4477.0,4222.0,2114.0,3845.0,4653.0
AGDC: acgam6p_c + h2o_c --> ac_c + gam6p_c,AGDC,6249.0,6597.0,5674.0,6359.0,5216.0,5789.0,3250.0,4051.0,4188.0
ANHMK: anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,ANHMK,1992.0,2250.0,1761.0,1838.0,1810.0,1702.0,904.0,1246.0,1080.0
RNDR4: trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,RNDR4,28195.0,26841.0,22287.0,19726.0,17817.0,15050.0,12523.0,10904.0,9458.0
TRPS2: indole_c + ser__L_c --> h2o_c + trp__L_c,TRPS2,3922.0,4500.0,3382.0,4196.0,3584.0,3638.0,2308.0,3407.0,3780.0
PSICSum: chla_qy1_exc_c + p700_um --> cholphya_c + p700_exc_um,PSICSum,5360.0,6304.0,5565.0,4269.0,4361.0,4092.0,4530.0,3076.0,3007.0
NAD_H2: h_c + nadh_c <=> h2_c + nad_c,NAD_H2,1466.0,1689.0,1587.0,1624.0,1426.0,1428.0,802.0,964.0,1074.0
PPND: nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,PPND,2973.0,3430.0,2666.0,2903.0,2448.0,2444.0,1548.0,2065.0,2820.0
CBFCum: 2.0 h_c + 2.0 pcox_u + pqh2_um --> 4.0 h_u + 2.0 pcrd_u + pq_um,CBFCum,138.0,152.0,136.0,170.0,158.0,140.0,71.0,145.0,137.0
ACM6PH: acmum6p_c + h2o_c --> acgam6p_c + lac__D_c,ACM6PH,2706.0,3215.0,2310.0,2396.0,2578.0,1988.0,1210.0,1784.0,1810.0
SUCR: h2o_c + sucr_c --> fru_c + glc__D_c,SUCR,3576.0,3945.0,3368.0,3312.0,3114.0,3283.0,1723.0,2506.0,2284.0
CLt3_1pp: cl_c + h_c --> cl_p + h_p,CLt3_1pp,3622.0,3588.0,3468.0,3710.0,2936.0,3301.0,1762.0,1958.0,2086.0
Ktu: k_c <=> k_u,Ktu,852.0,844.0,778.0,950.0,704.0,928.0,536.0,542.0,570.0
THBTGT: thbpt_c + udpg_c --> gthbpt_c + h_c + udp_c,THBTGT,4315.0,4400.0,3854.0,3938.0,3567.0,4078.0,2218.0,2520.0,2498.0
FDH6: 2.0 for_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c,FDH6,12374.0,12284.0,12777.0,9656.0,8849.0,10672.0,5782.0,4352.0,5030.0
PCXHtpp: h_c --> h_p,PCXHtpp,9362.0,9525.0,9017.0,10357.0,9199.0,10795.0,5115.0,6840.0,6489.0
THISAT: atp_c + h_c + this_c --> athis_c + ppi_c,THISAT,1250.0,1326.0,1126.0,1237.0,1052.0,924.0,524.0,830.0,898.0
PSIIum: 2.0 h2o_u + 3.9996 h_c + 4.0 p680_exc_um + 1.9998 pq_um + 0.0004 ps2d1_um --> 4.0 h_u + o2_u + 4.0 p680_um + 1.9998 pqh2_um + 0.0004 ps2d1_exc_um,PSIIum,1412.0,1480.0,1224.0,1548.0,1172.0,1356.0,924.0,1116.0,912.0
ATPSum: 3.0 adp_c + 13.0 h_u + 3.0 pi_c <=> 3.0 atp_c + 3.0 h2o_c + 10.0 h_c,ATPSum,9881.0,10971.0,7755.0,6625.0,6335.0,4933.0,5419.0,4566.0,4092.0
CYSDES: cys__L_c + iscsh_c --> ala__L_c + h_c + iscssh_c,CYSDES,22710.0,22855.0,21498.0,25526.0,20966.0,23868.0,12160.0,20306.0,19028.0
NO3abcpp: atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,NO3abcpp,16638.0,16489.0,17453.0,11951.0,10245.0,14393.0,13381.0,6956.0,7174.0
GLNabcpp: atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,GLNabcpp,1910.0,2031.0,1696.0,1788.0,1602.0,1508.0,848.0,1300.0,1258.0
GLNS: atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,GLNS,155020.0,160836.0,159189.0,145093.0,117646.0,138581.0,83016.0,93735.0,90307.0
MDDEP1pp: h2o_p + murein4px4p_p --> murein4p4p_p,MDDEP1pp,25073.0,29008.0,23490.0,30355.0,30503.0,31946.0,15890.0,27490.0,25281.0
THII: athis_c + iscssh_c + nadph_c --> amp_c + iscsh_c + nadp_c + thissh_c,THII,1250.0,1326.0,1126.0,1237.0,1052.0,924.0,524.0,830.0,898.0
SHS1: 2.0 amet_c + fe2_c + nad_c + uppg3_c --> 2.0 ahcys_c + 5.0 h_c + nadh_c + sheme_c,SHS1,3134.0,3602.0,2795.0,2810.0,2566.0,2520.0,1586.0,1786.0,1566.0
PSIICSum: chla_qy2_exc_c + p680_um --> cholphya_c + p680_exc_um,PSIICSum,1412.0,1480.0,1224.0,1548.0,1172.0,1356.0,924.0,1116.0,912.0
NDH_1_1_um_copy2: 2.0 fdxrd_c + 5.0 h_c + pq_um --> 2.0 fdxox_c + 3.0 h_u + pqh2_um,NDH_1_1_um_copy2,2156.0,2042.0,2020.0,2056.0,1732.0,1868.0,1150.0,1142.0,1140.0
ASNS1: asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,ASNS1,4817.0,5212.0,4466.0,4560.0,4335.0,4082.0,2952.0,3631.0,3459.0
MDDCP3pp: h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,MDDCP3pp,12135.0,13566.0,11628.0,15232.0,14074.0,15229.0,7487.0,12578.0,11806.0
MDDCP4pp: h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,MDDCP4pp,12135.0,13566.0,11628.0,15232.0,14074.0,15229.0,7487.0,12578.0,11806.0
MDDCP5pp: h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,MDDCP5pp,12135.0,13566.0,11628.0,15232.0,14074.0,15229.0,7487.0,12578.0,11806.0
MDDEP2pp: h2o_p + murein3px4p_p --> murein4p3p_p,MDDEP2pp,25073.0,29008.0,23490.0,30355.0,30503.0,31946.0,15890.0,27490.0,25281.0
MDDEP3pp: h2o_p + murein5px4p_p --> murein5p4p_p,MDDEP3pp,25073.0,29008.0,23490.0,30355.0,30503.0,31946.0,15890.0,27490.0,25281.0
MDDEP4pp: h2o_p + murein4px4px4p_p --> murein4px4p4p_p,MDDEP4pp,25073.0,29008.0,23490.0,30355.0,30503.0,31946.0,15890.0,27490.0,25281.0
MNHNAtpp: h_p + na1_c + nadph_c + pq_cm --> na1_p + nadp_c + pqh2_cm,MNHNAtpp,256.0,332.0,310.0,306.0,272.0,420.0,124.0,228.0,302.0
EX_sucr_e: sucr_e --> ,EX_sucr_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCRt2: h_e + sucr_e <=> h_c + sucr_c,SUCRt2,inf,inf,inf,inf,inf,inf,inf,inf,inf
